Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500002,,ABB,ABB India Limited,Active,B ,2.00,INE117A01022,Heavy Electrical Equipment,Equity
500003,,AEGISLOG,AEGIS LOGISTICS LTD.,Active,A ,1.00,INE208C01025,Oil Marketing & Distribution,Equity
500008,,AMARAJABAT,AMARA RAJA BATTERIES LTD.,Active,A ,1.00,INE885A01032,Auto Parts & Equipment,Equity
500009,,AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,Active,X ,10.00,INE432A01017,Pharmaceuticals,Equity
500010,,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Active,A ,2.00,INE001A01036,Housing Finance ,Equity
500012,,ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,Active,X ,10.00,INE714B01016,Commodity Chemicals,Equity
500013,,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Active,T ,5.00,INE436A01026,Realty,Equity
500014,,UTIQUE,Utique Enterprises Ltd,Active,XT,10.00,INE096A01010,Finance (including NBFCs),Equity
500016,,ARUNAHTEL,ARUNA HOTELS LTD.,Active,XT,10.00,INE957C01019,Hotels,Equity
500020,,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,Active,A ,2.00,INE032A01023,Textiles,Equity
500023,,ASIANHOTNR,Asian Hotels (North) Limited,Active,B ,10.00,INE363A01022,Hotels,Equity
500027,,ATUL,ATUL LTD.,Active,A ,10.00,INE100A01010,Specialty Chemicals,Equity
500028,,ATVPR,ATV PROJECTS INDIA LTD.,Active,XT,10.00,INE447A01015,Construction & Engineering,Equity
500029,,AUTOLITIND,AUTOLITE (INDIA) LTD.,Active,B ,10.00,INE448A01013,Auto Parts & Equipment,Equity
500031,,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,Active,A ,2.00,INE193E01025,Household Appliances,Equity
500032,,BAJAJHIND,Bajaj Hindusthan Sugar Limited,Active,B ,1.00,INE306A01021,Sugar,Equity
500033,,FORCEMOT,FORCE MOTORS LTD.-$,Active,A ,10.00,INE451A01017,Cars & Utility Vehicles,Equity
500034,,BAJFINANCE,Bajaj Finance Limited,Active,A ,2.00,INE296A01024,Finance (including NBFCs),Equity
500038,,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Active,A ,1.00,INE119A01028,Sugar,Equity
500039,,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B ,2.00,INE213C01025,Auto Parts & Equipment,Equity
500040,,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,Active,A ,10.00,INE055A01016,Paper & Paper Products,Equity
500041,,BANARISUG,BANNARI AMMAN SUGARS LTD.,Active,B ,10.00,INE459A01010,Sugar,Equity
500042,,BASF,BASF INDIA LTD.,Active,A ,10.00,INE373A01013,Specialty Chemicals,Equity
500043,,BATAINDIA,BATA INDIA LTD.,Active,A ,5.00,INE176A01028,Footwear,Equity
500048,,BEML,BEML LTD.,Active,A ,10.00,INE258A01016,Commercial Vehicles,Equity
500049,,BEL,BHARAT ELECTRONICS LTD.,Active,A ,1.00,INE263A01024,Defence,Equity
500052,,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,B ,1.00,INE922A01025,Specialty Chemicals,Equity
500055,,TATASTLBSL,Tata Steel Bsl Ltd,Active,B ,2.00,INE824B01021,Iron & Steel/Interm.Products,Equity
500058,,BIHSPONG,BIHAR SPONGE IRON LTD.,Active,XT,10.00,INE819C01011,Iron & Steel/Interm.Products,Equity
500060,,BIRLACABLE,Birla Cable Ltd,Active,B ,10.00,INE800A01015,Other Elect.Equip./ Prod.,Equity
500067,,BLUESTARCO,BLUE STAR LTD.,Active,A ,2.00,INE472A01039,Consumer Electronics,Equity
500068,,DISAQ,DISA INDIA LTD.,Active,X ,10.00,INE131C01011,Industrial Machinery,Equity
500069,,BNKCAP,BNK CAPITAL MARKETS LTD.,Active,X ,10.00,INE418C01012,Other Financial Services,Equity
500074,,BPL,BPL LTD.,Active,T ,10.00,INE110A01019,Consumer Electronics,Equity
500078,,OAL,Oriental Aromatics Ltd-$,Active,B ,5.00,INE959C01023,Specialty Chemicals,Equity
500083,,CENTEXT,CENTURY EXTRUSIONS LTD.,Active,B ,1.00,INE281A01026,Aluminium,Equity
500084,,CESC,CESC LTD.,Active,A ,10.00,INE486A01013,Electric Utilities,Equity
500085,,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A ,10.00,INE085A01013,Fertilizers,Equity
500086,,EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A ,1.00,INE302A01020,Auto Parts & Equipment,Equity
500087,,CIPLA,CIPLA LTD.,Active,A ,2.00,INE059A01026,Pharmaceuticals,Equity
500089,,DICIND,DIC INDIA LTD.,Active,B ,10.00,INE303A01010,Specialty Chemicals,Equity
500092,,CRISIL,CRISIL LTD.,Active,A ,1.00,INE007A01025,Other Financial Services,Equity
500093,,CGPOWER,CG Power and Industrial Solutions Ltd,Active,B ,2.00,INE067A01029,Heavy Electrical Equipment,Equity
500096,,DABUR,DABUR INDIA LTD.,Active,A ,1.00,INE016A01026,Personal Products,Equity
500097,,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Active,B ,2.00,INE495A01022,Sugar,Equity
500101,,ARVIND,ARVIND LTD.,Active,A ,10.00,INE034A01011,Textiles,Equity
500102,,BALLARPUR,BALLARPUR INDUSTRIES LTD.,Active,T ,2.00,INE294A01037,Paper & Paper Products,Equity
500103,,BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A ,2.00,INE257A01026,Heavy Electrical Equipment,Equity
500104,,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE094A01015,Refineries/ Petro-Products,Equity
500106,,IFCI,IFCI LTD.,Active,A ,10.00,INE039A01010,Financial Institutions,Equity
500108,,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Active,B ,10.00,INE153A01019,Telecom Services,Equity
500109,,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A ,10.00,INE103A01014,Refineries/ Petro-Products,Equity
500110,,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE178A01016,Refineries/ Petro-Products,Equity
500111,,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,T ,10.00,INE013A01015,Finance (including NBFCs),Equity
500112,,SBIN,STATE BANK OF INDIA,Active,A ,1.00,INE062A01020,Banks,Equity
500113,,SAIL,STEEL AUTHORITY OF INDIA LTD.,Active,A ,10.00,INE114A01011,Iron & Steel/Interm.Products,Equity
500114,,TITAN,Titan Company Limited,Active,A ,1.00,INE280A01028,Other Apparels & Accessories,Equity
500116,,IDBI,IDBI BANK LTD.,Active,A ,10.00,INE008A01015,Banks,Equity
500117,,DCW,DCW LTD.,Active,B ,2.00,INE500A01029,Petrochemicals,Equity
500119,,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Active,B ,10.00,INE041A01016,Sugar,Equity
500120,,DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,Active,X ,10.00,INE591D01014,Specialty Chemicals,Equity
500123,,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,B ,10.00,INE280B01018,Commodity Chemicals,Equity
500124,,DRREDDY,DR.REDDY&#39;S LABORATORIES LTD.,Active,A ,5.00,INE089A01023,Pharmaceuticals,Equity
500125,,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Active,A ,1.00,INE126A01031,Sugar,Equity
500126,,PGHL,Procter & Gamble Health Ltd,Active,A ,10.00,INE199A01012,Pharmaceuticals,Equity
500128,,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,Active,B ,1.00,INE086A01029,Construction & Engineering,Equity
500133,,ESABINDIA,ESAB INDIA LTD.,Active,B ,10.00,INE284A01012,Other Industrial Goods,Equity
500135,,ESSELPRO,ESSEL PROPACK LTD.,Active,A ,2.00,INE255A01020,Containers & Packaging,Equity
500136,,ESTER,ESTER INDUSTRIES LTD.,Active,B ,5.00,INE778B01029,Commodity Chemicals,Equity
500142,,FGP,FGP LTD.,Active,X ,10.00,INE512A01016,Finance (including NBFCs),Equity
500143,,PHCAP,PH CAPITAL LTD.,Active,X ,10.00,INE160F01013,Comm.Trading  & Distribution,Equity
500144,,FINCABLES,FINOLEX CABLES LTD.,Active,A ,2.00,INE235A01022,Other Elect.Equip./ Prod.,Equity
500147,,COCKERILL,John Cockerill India Ltd-$,Active,X ,10.00,INE515A01019,Industrial Machinery,Equity
500148,,UFLEX,UFLEX LTD.,Active,A ,10.00,INE516A01017,Containers & Packaging,Equity
500150,,FOSECOIND,FOSECO INDIA LTD.,Active,B ,10.00,INE519A01011,Commodity Chemicals,Equity
500151,,GOLDENTOBC,GOLDEN TOBACCO LTD.,Active,B ,10.00,INE973A01010,Cigarettes-Tobacco Products,Equity
500153,,GANESHBE,GANESH BENZOPLAST LTD.,Active,X ,1.00,INE388A01029,Commodity Chemicals,Equity
500155,,GARDENSILK,GARDEN SILK MILLS LTD.,Active,T ,10.00,INE526A01016,Textiles,Equity
500159,,METROGLOBL,Metroglobal Limited,Active,X ,10.00,INE085D01033,Paper & Paper Products,Equity
500163,,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A ,2.00,INE260B01028,Cigarettes-Tobacco Products,Equity
500164,,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A ,1.00,INE233A01035,Commodity Chemicals,Equity
500165,,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A ,1.00,INE531A01024,Furniture-Furnishing-Paints,Equity
500166,,GOODRICKE,GOODRICKE GROUP LTD.,Active,X ,10.00,INE300A01016,Tea & Coffee,Equity
500168,,GOODYEAR,GOODYEAR INDIA LTD.,Active,B ,10.00,INE533A01012,Auto Tyres & Rubber Products,Equity
500170,,GTNINDS,GTN INDUSTRIES LTD.,Active,T ,10.00,INE537A01013,Textiles,Equity
500171,,GHCL,GHCL LTD.,Active,A ,10.00,INE539A01019,Commodity Chemicals,Equity
500173,,GFLLIMITED,GFL Ltd,Active,B ,1.00,INE538A01037,Industrial Gases,Equity
500179,,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,T ,2.00,INE236A01020,Computer Hardware,Equity
500180,,HDFCBANK,HDFC Bank Ltd,Active,A ,1.00,INE040A01034,Banks,Equity
500182,,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A ,2.00,INE158A01026,2/3 Wheelers,Equity
500183,,HFCL,HFCL Ltd,Active,A ,1.00,INE548A01028,Telecom Cables,Equity
500184,,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1.00,INE019C01026,Specialty Chemicals,Equity
500185,,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,B ,1.00,INE549A01026,Construction & Engineering,Equity
500186,,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,B ,10.00,INE345A01011,Exploration & Production,Equity
500187,,HSIL,HSIL LTD.,Active,B ,2.00,INE415A01038,Containers & Packaging,Equity
500188,,HINDZINC,HINDUSTAN ZINC LTD.,Active,A ,2.00,INE267A01025,Zinc,Equity
500189,,NXTDIGITAL,Nxtdigital Ltd,Active,B ,10.00,INE353A01023,Broadcasting & Cable TV,Equity
500191,,HMT,HMT LTD.,Active,Z ,10.00,INE262A01018,Commercial Vehicles,Equity
500192,,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10.00,INE962B01011,Textiles,Equity
500193,,HLVLTD,HLV Ltd,Active,B ,2.00,INE102A01024,Hotels,Equity
500199,,IGPL,I G PETROCHEMICALS LTD.,Active,B ,10.00,INE204A01010,Commodity Chemicals,Equity
500201,,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,B ,10.00,INE560A01015,Commodity Chemicals,Equity
500202,,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,X ,10.00,INE333C01013,Finance (including NBFCs),Equity
500206,,MARGOFIN,Margo Finance Limited,Active,X ,10.00,INE680B01019,Finance (including NBFCs),Equity
500207,,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B ,10.00,INE156A01020,Textiles,Equity
500209,,INFY,INFOSYS LTD.,Active,A ,5.00,INE009A01021,IT Consulting & Software,Equity
500210,,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,B ,10.00,INE177A01018,Industrial Machinery,Equity
500211,,INSILCO,INSILCO LTD.,Active,XT,10.00,INE901A01011,Other Industrial Goods,Equity
500212,,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Active,XT,10.00,INE898B01017,Finance (including NBFCs),Equity
500213,,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X ,10.00,INE262B01016,Travel Support Services,Equity
500214,,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,B ,10.00,INE570A01014,Industrial Machinery,Equity
500215,,ATFL,AGRO TECH FOODS LTD.,Active,B ,10.00,INE209A01019,Other Agricultural Products,Equity
500219,,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,T ,2.00,INE175A01038,Plastic Products,Equity
500220,,JASCH,JASCH INDUSTRIES LTD.,Active,X ,10.00,INE711C01010,Textiles,Equity
500223,,JCTLTD,JCT LTD.,Active,XT,2.50,INE945A01026,Textiles,Equity
500227,,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,B ,10.00,INE197D01010,Commodity Chemicals,Equity
500228,,JSWSTEEL,JSW STEEL LTD.,Active,A ,1.00,INE019A01038,Iron & Steel/Interm.Products,Equity
500231,,UMANGDAIR,UMANG DAIRIES LTD.,Active,T ,5.00,INE864B01027,Packaged Foods,Equity
500233,,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A ,1.00,INE217B01036,Furniture-Furnishing-Paints,Equity
500234,,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B ,10.00,INE437B01014,Cement & Cement Products,Equity
500235,,KSL,KALYANI STEELS LTD.,Active,B ,5.00,INE907A01026,Iron & Steel/Interm.Products,Equity
500236,,KANELIND,Kanel Industries Limited,Active,X ,10.00,INE252C01015,Comm.Trading  & Distribution,Equity
500238,,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A ,10.00,INE716A01013,Consumer Electronics,Equity
500239,,KGDENIM,KG DENIM LTD.,Active,XT,10.00,INE104A01012,Textiles,Equity
500240,,KINETICENG,KINETIC ENGINEERING LTD.,Active,XT,10.00,INE266B01017,2/3 Wheelers,Equity
500241,,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,B ,2.00,INE732A01036,Industrial Machinery,Equity
500243,,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10.00,INE250A01039,Industrial Machinery,Equity
500245,,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,B ,5.00,INE884B01025,Iron & Steel/Interm.Products,Equity
500246,,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Active,XT,10.00,INE601C01013,Industrial Machinery,Equity
500247,,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5.00,INE237A01028,Banks,Equity
500248,,MAVIIND,MAVI INDUSTRIES LTD.,Active,XT,10.00,INE073A01019,Plastic Products,Equity
500249,,KSB,KSB Ltd,Active,B ,10.00,INE999A01015,Industrial Machinery,Equity
500250,,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,B ,10.00,INE337A01034,Auto Parts & Equipment,Equity
500251,,TRENT,TRENT LTD.,Active,A ,1.00,INE849A01020,Specialty Retail,Equity
500252,,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10.00,INE269B01029,Industrial Machinery,Equity
500253,,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2.00,INE115A01026,Housing Finance ,Equity
500254,,UTTAMVALUE,UTTAM VALUE STEELS LTD.,Active,T ,1.00,INE292A01023,Iron & Steel/Interm.Products,Equity
500257,,LUPIN,LUPIN LTD.,Active,A ,2.00,INE326A01037,Pharmaceuticals,Equity
500259,,LYKALABS,LYKA LABS LTD.,Active,T ,10.00,INE933A01014,Pharmaceuticals,Equity
500260,,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.00,INE331A01037,Cement & Cement Products,Equity
500264,,MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,XT,10.00,INE270B01027,Textiles,Equity
500265,,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.00,INE271B01025,Construction & Engineering,Equity
500266,,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.00,INE288A01013,Investment Companies,Equity
500267,,MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X ,10.00,INE201B01022,2/3 Wheelers,Equity
500268,,MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.00,INE201A01024,Petrochemicals,Equity
500271,,MFSL,Max Financial Services Ltd,Active,A ,2.00,INE180A01020,Life Insurance,Equity
500274,,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Active,P ,10.00,INE839X01015,Pharmaceuticals,Equity
500277,,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.00,INE401C01018,Textiles,Equity
500279,,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T ,1.00,INE831A01028,Consumer Electronics,Equity
500280,,CENTENKA,CENTURY ENKA LTD.,Active,B ,10.00,INE485A01015,Textiles,Equity
500284,,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,X ,10.00,INE846D01012,Commodity Chemicals,Equity
500285,,SPICEJET,SPICEJET LTD.,Active,A ,10.00,INE285B01017,Airlines,Equity
500288,,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,B ,2.00,INE083A01026,Pharmaceuticals,Equity
500290,,MRF,MRF LTD.,Active,A ,10.00,INE883A01011,Auto Tyres & Rubber Products,Equity
500292,,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10.00,INE578A01017,Cement & Cement Products,Equity
500294,,NCC,NCC Limited,Active,A ,2.00,INE868B01028,Construction & Engineering,Equity
500295,,VEDL,Vedanta Limited,Active,A ,1.00,INE205A01025,Aluminium,Equity
500296,,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.00,INE290A01027,Textiles,Equity
500298,,NATPEROX,NATIONAL PEROXIDE LTD.,Active,X ,10.00,INE585A01020,Commodity Chemicals,Equity
500300,,GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.00,INE047A01021,Cement & Cement Products,Equity
500302,,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.00,INE140A01024,Pharmaceuticals,Equity
500304,,NIITLTD,NIIT LTD.,Active,B ,2.00,INE161A01038,IT Training Services,Equity
500306,,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X ,1.00,INE903A01025,Finance (including NBFCs),Equity
500307,,NIRLON,NIRLON LTD.,Active,B ,10.00,INE910A01012,Diversified Commercial Services,Equity
500312,,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,Active,A ,5.00,INE213A01029,Exploration & Production,Equity
500313,,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,T ,10.00,INE591A01010,Oil Equipment & Services,Equity
500314,,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,T ,1.00,INE750A01020,Hotels,Equity
500317,,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10.00,INE142A01012,Investment Companies,Equity
500319,,INDSUCR,INDIAN SUCROSE LTD.,Active,X ,10.00,INE557C01017,Sugar,Equity
500325,,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10.00,INE002A01018,Integrated Oil & Gas,Equity
500327,,PILITA,Pil Italica Lifestyle Ltd,Active,T ,1.00,INE600A01035,Plastic Products,Equity
500329,,PENTAGRAPH,PENTAMEDIA GRAPHICS LTD.,Active,XT,1.00,INE202A01022,Movies & Entertainment,Equity
500330,,RAYMOND,RAYMOND LTD.,Active,A ,10.00,INE301A01014,Textiles,Equity
500331,,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.00,INE318A01026,Specialty Chemicals,Equity
500333,,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,X ,10.00,INE751B01018,Auto Tyres & Rubber Products,Equity
500335,,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10.00,INE340A01012,Cement & Cement Products,Equity
500336,,SURYAROSNI,SURYA ROSHNI LTD.,Active,B ,10.00,INE335A01012,Diversified,Equity
500337,,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5.00,INE032B01021,Other Financial Services,Equity
500338,,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10.00,INE010A01011,Cement & Cement Products,Equity
500339,,RAIN,Rain Industries Ltd,Active,A ,2.00,INE855B01025,Petrochemicals,Equity
500343,,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2.00,INE606A01024,Realty,Equity
500346,,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,B ,10.00,INE609A01010,Telecom Equipment,Equity
500350,,RSWM,RSWM LTD.,Active,B ,10.00,INE611A01016,Textiles,Equity
500354,,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,T ,10.00,INE562B01019,Sugar,Equity
500355,,RALLIS,RALLIS INDIA LTD.,Active,A ,1.00,INE613A01020,Agrochemicals,Equity
500356,,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.00,INE278B01020,Paper & Paper Products,Equity
500357,,RAMAPPR-B,RAMA PAPER MILLS LTD.,Active,X ,10.00,INE425E01013,Paper & Paper Products,Equity
500358,,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,X ,10.00,INE783A01013,Finance (including NBFCs),Equity
500360,,RAPICUT,RAPICUT CARBIDES LTD.,Active,X ,10.00,INE350D01015,Industrial Machinery,Equity
500365,,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,XT,6.00,INE731F01037,Iron & Steel/Interm.Products,Equity
500366,,ROLTA,ROLTA INDIA LTD.,Active,T ,10.00,INE293A01013,Internet Software & Services,Equity
500367,,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X ,5.00,INE642C01025,Auto Tyres & Rubber Products,Equity
500368,,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,T ,2.00,INE619A01035,Edible Oils,Equity
500370,,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,XT,10.00,INE924A01013,Comm.Trading  & Distribution,Equity
500378,,JINDALSAW,JINDAL SAW LTD.,Active,A ,2.00,INE324A01024,Construction & Engineering,Equity
500380,,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.00,INE786A01032,Cement & Cement Products,Equity
500387,,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.00,INE070A01015,Cement & Cement Products,Equity
500388,,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10.00,INE970C01012,Paper & Paper Products,Equity
500390,,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,A ,10.00,INE036A01016,Electric Utilities,Equity
500399,,STEELCO,STEELCO GUJARAT LTD.,Active,XT,10.00,INE629B01024,Iron & Steel/Interm.Products,Equity
500400,,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.00,INE245A01021,Electric Utilities,Equity
500402,,SPMLINFRA,SPML Infra Limited,Active,B ,2.00,INE937A01023,Construction & Engineering,Equity
500403,,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.00,INE387A01021,Auto Parts & Equipment,Equity
500404,,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,B ,10.00,INE947A01014,Iron & Steel/Interm.Products,Equity
500405,,SUPPETRO*,SUPREME PETROCHEM LTD.,Active,B ,10.00,INE663A01017,Petrochemicals,Equity
500407,,SWARAJENG,SWARAJ ENGINES LTD.,Active,B ,10.00,INE277A01016,Auto Parts & Equipment,Equity
500408,,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,IT Software Products,Equity
500410,,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Cement & Cement Products,Equity
500411,,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Heavy Electrical Equipment,Equity
500412,,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,B ,1.00,INE338A01024,Commodity Chemicals,Equity
500413,,THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,B ,1.00,INE332A01027,Travel Support Services,Equity
500414,,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,X ,1.00,INE064A01026,Other Apparels & Accessories,Equity
500418,,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.00,INE932C01012,Plastic Products,Equity
500420,,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Pharmaceuticals,Equity
500422,,TRANSCHEM,TRANSCHEM LTD.-$,Active,XT,10.00,INE019B01010,Pharmaceuticals,Equity
500425,,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement & Cement Products,Equity
500426,,UTLINDS,UTL Industries Limited,Active,XT,1.00,INE184E01024,Realty,Equity
500429,,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Comm.Trading  & Distribution,Equity
500439,,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Finance (including NBFCs),Equity
500440,,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity
500444,,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,B ,2.00,INE976A01021,Paper & Paper Products,Equity
500449,,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.00,INE048A01011,Commodity Chemicals,Equity
500450,,MPILCORPL,MPIL CORPORATION LTD.,Active,X ,10.00,INE844C01027,Other Financial Services,Equity
500456,,PASUPTAC,PASUPATI ACRYLON LTD.,Active,X ,10.00,INE818B01023,Fibres & Plastics,Equity
500458,,KORE,Kore Foods Ltd,Active,XT,10.00,INE601A01017,Other Food Products,Equity
500459,,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Personal Products,Equity
500460,,MUKANDLTD,MUKAND LTD.,Active,T ,10.00,INE304A01026,Iron & Steel/Interm.Products,Equity
500463,,AGCNET,AGC Networks Limited,Active,B ,10.00,INE676A01019,IT Consulting & Software,Equity
500464,,UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10.00,INE139B01016,Auto Parts & Equipment,Equity
500467,,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B ,10.00,INE544A01019,Auto Tyres & Rubber Products,Equity
500469,,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Banks,Equity
500470,,TATASTEEL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Iron & Steel/Interm.Products,Equity
500472,,SKFINDIA,SKF India Ltd,Active,A ,10.00,INE640A01023,Other Industrial Goods,Equity
500477,,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity
500480,,CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Industrial Machinery,Equity
500483,,TATACOMM,TATA COMMUNICATIONS LTD.,Active,B ,10.00,INE151A01013,Telecom - Alternate Carriers,Equity
500488,,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10.00,INE358A01014,Pharmaceuticals,Equity
500490,,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Holding Companies,Equity
